crop id,Province,District,id,deviceTimestamp,alt,direction,accuracy,notice,Interviewer's comments,Irrigated/Rainfed,Method of irrigation,Acres of Land Owned,Acres of Land Rented,Main Fertilizer,Number of main crops ,Crop,"Yield, maund",Area for yield,Area Unit,Crop harvesting method,Residue use: animal fodder  (%),Residue use: domestic burning (%),Residue use: sold to industry (%),Residue use: sold to biomass supplier (%),Residue use: fertilizer in the field (%),Residue use: left in field for burning (%),Unit price of Residue (Rs/ton),Residue sold to industry,Willingness to bale the biomass to be sold,Need for a private service provider for the bailing,"Agreement for a cooperative harvesting, baling and transporting arrangement",Need for a bargaining agent,Currently growing crop,Last crop,Second Last Crop,Location 1
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34617,09/07/2015 12:13:37 PM,152,32,2.3,This has orchard of kinows on 8 acres.,done,irrigated,tube well,18,0,Biofertilizers (animal waste/dung/crop waste),,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.532715, 70.765946666666693)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34611,09/07/2015 12:13:13 PM,158.69999999999999,14,2.8,This has orchard of kinows on 8 acres.,done,irrigated,canal water,24,0,Biofertilizers (animal waste/dung/crop waste),2,Sugarcane,800,1,acre,manual,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.549389999999999, 70.7702216666667)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34611,09/07/2015 12:13:13 PM,158.69999999999999,14,2.8,This has orchard of kinows on 8 acres.,done,irrigated,canal water,24,0,Biofertilizers (animal waste/dung/crop waste),,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.549389999999999, 70.7702216666667)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34610,09/07/2015 12:13:10 PM,165.9,0,2.5,This has orchard of kinows on 8 acres.,done,irrigated,canal water,25,0,Biofertilizers (animal waste/dung/crop waste),2,Sugarcane,800,1,acre,manual,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.545358333333301, 70.777181666666706)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,36206,09/09/2015 09:21:40 AM,175.7,123,2.4,tomato are growning,done,irrigated,canal water,5,0,Chemical,,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,No,Sugarcane,Wheat,Onion,"(31.8933483333333, 70.914595000000006)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34610,09/07/2015 12:13:10 PM,165.9,0,2.5,This has orchard of kinows on 8 acres.,done,irrigated,canal water,25,0,Biofertilizers (animal waste/dung/crop waste),,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(31.545358333333301, 70.777181666666706)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34946,09/08/2015 11:43:13 AM,173,285,4.5,This has orchard of kinows on 8 acres.,done,irrigated,canal water,36,0,Chemical,1,Sugarcane,1000,1,acre,manual,100%,0%,0%,0%,0%,0%,400,None,Yes,Yes,Yes,Yes,Sugarcane,Sugarcane,Sugarcane,"(32.107624999999999, 70.9791666666667)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34945,09/08/2015 11:42:56 AM,192.7,99,4.5,This has orchard of kinows on 8 acres.,done,irrigated,canal water,2,0,Chemical,1,Sugarcane,900,1,acre,manual,100%,0%,0%,0%,0%,0%,400,None,Yes,Yes,Yes,Yes,Sugarcane,Sugarcane,Sugarcane,"(32.109423333333297, 70.960509999999999)"
1,Punjab,Gujranwala,23907,05/21/2015 10:28:36 AM,219.4,4,2,melon,done,irrigated,both,10,0,Chemical,1,Wheat,35,1,acre,manual,100%,0%,0%,0%,0%,0%,3000,None,No,No,No,No,Wheat,Rice,Wheat,"(31.997848333333302, 74.2408516666667)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34944,09/08/2015 11:42:45 AM,193.3,91,4.9,This has orchard of kinows on 8 acres.,done,irrigated,canal water,2,0,Chemical,1,Sugarcane,700,1,acre,manual,100%,0%,0%,0%,0%,0%,250,None,Yes,Yes,No,No,Sugarcane,Sugarcane,Sugarcane,"(32.109560000000002, 70.960173333333302)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34943,09/08/2015 11:42:14 AM,187.4,291,2.6,This has orchard of kinows on 8 acres.,done,irrigated,canal water,2,0,Chemical,1,Sugarcane,650,1,acre,manual,100%,0%,0%,0%,0%,0%,300,None,Yes,Yes,Yes,Yes,Sugarcane,Sugarcane,Sugarcane,"(32.11862, 70.960790000000003)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34942,09/08/2015 11:41:10 AM,186.9,244,3.2,This has orchard of kinows on 8 acres.,done,irrigated,canal water,4,0,Chemical,1,Sugarcane,725,1,acre,manual,100%,0%,0%,0%,0%,0%,300,None,Yes,Yes,Yes,Yes,Sugarcane,Sugarcane,Sugarcane,"(32.118703333333301, 70.960738333333296)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34941,09/08/2015 11:40:54 AM,190.2,273,2.6,This has orchard of kinows on 8 acres.,done,irrigated,canal water,4,0,Chemical,1,Sugarcane,675,1,acre,manual,100%,0%,0%,0%,0%,0%,300,None,Yes,Yes,Yes,Yes,Sugarcane,Sugarcane,Sugarcane,"(32.118785000000003, 70.960939999999994)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34940,09/08/2015 11:40:47 AM,186.1,27,2.8,This has orchard of kinows on 8 acres.,done,irrigated,canal water,4,0,Chemical,1,Sugarcane,650,1,acre,manual,100%,0%,0%,0%,0%,0%,500,None,Yes,Yes,Yes,Yes,Sugarcane,Sugarcane,Sugarcane,"(32.118580000000001, 70.960785000000001)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34939,09/08/2015 11:40:30 AM,189.1,65,3.2,This has orchard of kinows on 8 acres.,done,irrigated,canal water,14,0,Chemical,1,Sugarcane,900,1,acre,manual,100%,0%,0%,0%,0%,0%,400,None,Yes,Yes,Yes,Yes,Sugarcane,Sugarcane,Sugarcane,"(32.1193216666667, 70.962576666666706)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34938,09/08/2015 11:40:18 AM,189.4,204,2.4,This has orchard of kinows on 8 acres.,done,irrigated,canal water,13,0,Chemical,1,Sugarcane,900,1,acre,manual,100%,0%,0%,0%,0%,0%,400,None,Yes,Yes,Yes,Yes,Sugarcane,Sugarcane,Sugarcane,"(32.119315, 70.962543333333301)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34937,09/08/2015 11:40:07 AM,186.7,0,2.9,This has orchard of kinows on 8 acres.,done,irrigated,canal water,5,0,Chemical,1,Wheat,26,1,acre,manual,100%,0%,0%,0%,0%,0%,14500,None,Yes,Yes,Yes,Yes,Other (please specify in Notice),Wheat,Wheat,"(32.127695000000003, 70.952351666666701)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34936,09/08/2015 11:39:46 AM,197.6,114,2.3,This has orchard of kinows on 8 acres.,done,irrigated,tube well,43,0,Chemical,1,Wheat,48,1,acre,manual,100%,0%,0%,0%,0%,0%,15000,None,Yes,Yes,Yes,Yes,Other (please specify in Notice),Wheat,Wheat,"(32.131426666666698, 70.957471666666706)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34935,09/08/2015 11:39:06 AM,187.3,336,3.4,This has orchard of kinows on 8 acres.,done,irrigated,canal water,45,0,Chemical,1,Wheat,25,1,acre,manual,100%,0%,0%,0%,0%,0%,14000,None,Yes,Yes,Yes,Yes,Other (please specify in Notice),Wheat,Wheat,"(32.130515000000003, 70.954499999999996)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34934,09/08/2015 11:38:22 AM,181.4,343,2.7,This has orchard of kinows on 8 acres.,done,irrigated,canal water,12,0,Chemical,1,Wheat,25,1,acre,manual,100%,0%,0%,0%,0%,0%,15000,None,No,No,No,No,Other (please specify in Notice),Wheat,Wheat,"(32.1232683333333, 70.950146666666697)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34933,09/08/2015 11:37:56 AM,176.2,309,3.7,This has orchard of kinows on 8 acres.,done,irrigated,canal water,5,0,Chemical,1,Sugarcane,600,1,acre,manual,100%,0%,0%,0%,0%,0%,400,None,Yes,Yes,Yes,Yes,Sugarcane,Sugarcane,Sugarcane,"(32.118173333333303, 70.953831666666701)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34932,09/08/2015 11:37:24 AM,179.4,306,4.5,This has orchard of kinows on 8 acres.,done,irrigated,canal water,1,0,Chemical,1,Sugarcane,700,1,acre,manual,100%,0%,0%,0%,0%,0%,500,None,Yes,Yes,Yes,Yes,Sugarcane,Sugarcane,Sugarcane,"(32.117768333333302, 70.954269999999994)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34931,09/08/2015 11:37:09 AM,188.1,279,2.4,This has orchard of kinows on 8 acres.,done,irrigated,canal water,4,0,Chemical,1,Sugarcane,525,1,acre,manual,100%,0%,0%,0%,0%,0%,750,None,Yes,Yes,Yes,Yes,Sugarcane,Sugarcane,Sugarcane,"(32.112238333333302, 70.961529999999996)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34930,09/08/2015 11:36:53 AM,182.3,165,3.4,This has orchard of kinows on 8 acres.,done,irrigated,canal water,10,0,Chemical,1,Sugarcane,700,1,acre,manual,100%,0%,0%,0%,0%,0%,750,None,Yes,Yes,Yes,Yes,Sugarcane,Sugarcane,Sugarcane,"(32.112020000000001, 70.961728333333298)"
3,Khyber Pakhtunkhwa,Dera Ismail Khan,36206,09/09/2015 09:21:40 AM,175.7,123,2.4,tomato are growning,done,irrigated,canal water,5,0,Chemical,,Onion,73,1,acre,manual,0%,0%,0%,0%,100%,0%,0,None,Yes,Yes,Yes,No,Sugarcane,Wheat,Onion,"(31.8933483333333, 70.914595000000006)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34892,09/08/2015 11:23:41 AM,183.4,308,3.7,This has orchard of kinows on 8 acres.,done,irrigated,canal water,6,0,Biofertilizers (animal waste/dung/crop waste),2,Sugarcane,800,1,acre,manual,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.069800000000001, 71.032056666666705)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34892,09/08/2015 11:23:41 AM,183.4,308,3.7,This has orchard of kinows on 8 acres.,done,irrigated,canal water,6,0,Biofertilizers (animal waste/dung/crop waste),,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.069800000000001, 71.032056666666705)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34891,09/08/2015 11:23:37 AM,180.2,71,2.8,This has orchard of kinows on 8 acres.,done,irrigated,both,5,0,Biofertilizers (animal waste/dung/crop waste),2,Wheat,25,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.074493333333301, 71.039235000000005)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34891,09/08/2015 11:23:37 AM,180.2,71,2.8,This has orchard of kinows on 8 acres.,done,irrigated,both,5,0,Biofertilizers (animal waste/dung/crop waste),,Sugarcane,700,1,acre,both,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.074493333333301, 71.039235000000005)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34890,09/08/2015 11:23:30 AM,180,253,3.1,This has orchard of kinows on 8 acres.,done,irrigated,both,6,0,Biofertilizers (animal waste/dung/crop waste),2,Sugarcane,700,1,acre,manual,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.074911666666701, 71.040411666666699)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34890,09/08/2015 11:23:30 AM,180,253,3.1,This has orchard of kinows on 8 acres.,done,irrigated,both,6,0,Biofertilizers (animal waste/dung/crop waste),,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.074911666666701, 71.040411666666699)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34889,09/08/2015 11:23:14 AM,177.1,292,2.8,This has orchard of kinows on 8 acres.,done,irrigated,both,10,0,Biofertilizers (animal waste/dung/crop waste),2,Sugarcane,800,1,acre,manual,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.076508333333301, 71.040526666666693)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34889,09/08/2015 11:23:14 AM,177.1,292,2.8,This has orchard of kinows on 8 acres.,done,irrigated,both,10,0,Biofertilizers (animal waste/dung/crop waste),,Wheat,25,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.076508333333301, 71.040526666666693)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34888,09/08/2015 11:23:06 AM,180.5,212,2.6,This has orchard of kinows on 8 acres.,done,irrigated,both,5,0,Biofertilizers (animal waste/dung/crop waste),2,Sugarcane,600,1,acre,manual,60%,40%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.076306666666703, 71.040644999999998)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34888,09/08/2015 11:23:06 AM,180.5,212,2.6,This has orchard of kinows on 8 acres.,done,irrigated,both,5,0,Biofertilizers (animal waste/dung/crop waste),,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.076306666666703, 71.040644999999998)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34887,09/08/2015 11:22:42 AM,180.5,6,2.8,This has orchard of kinows on 8 acres.,done,irrigated,both,5,0,Biofertilizers (animal waste/dung/crop waste),2,Wheat,25,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.076230000000002, 71.0408616666667)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34887,09/08/2015 11:22:42 AM,180.5,6,2.8,This has orchard of kinows on 8 acres.,done,irrigated,both,5,0,Biofertilizers (animal waste/dung/crop waste),,Sugarcane,900,1,acre,manual,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.076230000000002, 71.0408616666667)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34886,09/08/2015 11:22:36 AM,177.2,261,4.7,This has orchard of kinows on 8 acres.,done,irrigated,both,6,0,Biofertilizers (animal waste/dung/crop waste),2,Sugarcane,600,1,acre,manual,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.079985000000001, 71.049305000000004)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34886,09/08/2015 11:22:36 AM,177.2,261,4.7,This has orchard of kinows on 8 acres.,done,irrigated,both,6,0,Biofertilizers (animal waste/dung/crop waste),,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.079985000000001, 71.049305000000004)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34884,09/08/2015 11:22:26 AM,183.2,151,2.7,This has orchard of kinows on 8 acres.,done,irrigated,canal water,9,0,Biofertilizers (animal waste/dung/crop waste),2,Sugarcane,700,1,acre,manual,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.069071666666702, 71.031068333333295)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34884,09/08/2015 11:22:26 AM,183.2,151,2.7,This has orchard of kinows on 8 acres.,done,irrigated,canal water,9,0,Biofertilizers (animal waste/dung/crop waste),,Wheat,35,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.069071666666702, 71.031068333333295)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34883,09/08/2015 11:22:19 AM,177.1,310,2.7,This has orchard of kinows on 8 acres.,done,irrigated,both,9,0,Biofertilizers (animal waste/dung/crop waste),2,Sugarcane,900,1,acre,manual,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.068701666666698, 71.031824999999998)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34883,09/08/2015 11:22:19 AM,177.1,310,2.7,This has orchard of kinows on 8 acres.,done,irrigated,both,9,0,Biofertilizers (animal waste/dung/crop waste),,Wheat,35,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.068701666666698, 71.031824999999998)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34882,09/08/2015 11:22:12 AM,174.1,73,3,This has orchard of kinows on 8 acres.,done,irrigated,both,8,0,Biofertilizers (animal waste/dung/crop waste),2,Sugarcane,700,1,acre,manual,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.068728333333297, 71.031450000000007)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34882,09/08/2015 11:22:12 AM,174.1,73,3,This has orchard of kinows on 8 acres.,done,irrigated,both,8,0,Biofertilizers (animal waste/dung/crop waste),,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.068728333333297, 71.031450000000007)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34881,09/08/2015 11:21:58 AM,173.5,78,2.6,This has orchard of kinows on 8 acres.,done,irrigated,both,8,0,Biofertilizers (animal waste/dung/crop waste),3,Sugarcane,800,1,acre,manual,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.068644999999997, 71.031228333333303)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34881,09/08/2015 11:21:58 AM,173.5,78,2.6,This has orchard of kinows on 8 acres.,done,irrigated,both,8,0,Biofertilizers (animal waste/dung/crop waste),,Rice,35,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.068644999999997, 71.031228333333303)"
3,Khyber Pakhtunkhwa,Dera Ismail Khan,34881,09/08/2015 11:21:58 AM,173.5,78,2.6,This has orchard of kinows on 8 acres.,done,irrigated,both,8,0,Biofertilizers (animal waste/dung/crop waste),,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.068644999999997, 71.031228333333303)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34871,09/08/2015 11:21:18 AM,181.7,0,2.6,This has orchard of kinows on 8 acres.,done,irrigated,both,13,0,Chemical,,Sugarcane,1100,1,acre,manual,40%,0%,50%,0%,10%,0%,2000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.075256666666697, 71.042206666666701)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34880,09/08/2015 11:21:51 AM,174.7,181,2.8,This has orchard of kinows on 8 acres.,done,irrigated,both,10,0,Biofertilizers (animal waste/dung/crop waste),3,Sugarcane,800,1,acre,manual,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.068341666666697, 71.031383333333295)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34880,09/08/2015 11:21:51 AM,174.7,181,2.8,This has orchard of kinows on 8 acres.,done,irrigated,both,10,0,Biofertilizers (animal waste/dung/crop waste),,Wheat,25,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.068341666666697, 71.031383333333295)"
3,Khyber Pakhtunkhwa,Dera Ismail Khan,34880,09/08/2015 11:21:51 AM,174.7,181,2.8,This has orchard of kinows on 8 acres.,done,irrigated,both,10,0,Biofertilizers (animal waste/dung/crop waste),,Rice,35,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.068341666666697, 71.031383333333295)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34879,09/08/2015 11:21:45 AM,174.6,339,2.5,This has orchard of kinows on 8 acres.,done,irrigated,both,10,0,Biofertilizers (animal waste/dung/crop waste),2,Sugarcane,700,1,acre,manual,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.068131666666702, 71.031546666666699)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34879,09/08/2015 11:21:45 AM,174.6,339,2.5,This has orchard of kinows on 8 acres.,done,irrigated,both,10,0,Biofertilizers (animal waste/dung/crop waste),,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.068131666666702, 71.031546666666699)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34878,09/08/2015 11:21:35 AM,179.3,252,2.4,This has orchard of kinows on 8 acres.,done,irrigated,both,10,0,Biofertilizers (animal waste/dung/crop waste),2,Sugarcane,700,1,acre,both,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.063195, 71.024068333333304)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34878,09/08/2015 11:21:35 AM,179.3,252,2.4,This has orchard of kinows on 8 acres.,done,irrigated,both,10,0,Biofertilizers (animal waste/dung/crop waste),,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.063195, 71.024068333333304)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34877,09/08/2015 11:21:30 AM,188.2,259,3.4,This has orchard of kinows on 8 acres.,done,irrigated,both,13,0,Biofertilizers (animal waste/dung/crop waste),2,Sugarcane,700,1,acre,manual,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.07638, 71.020533333333304)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34877,09/08/2015 11:21:30 AM,188.2,259,3.4,This has orchard of kinows on 8 acres.,done,irrigated,both,13,0,Biofertilizers (animal waste/dung/crop waste),,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.07638, 71.020533333333304)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34876,09/08/2015 11:21:27 AM,175.9,326,3.1,This has orchard of kinows on 8 acres.,done,irrigated,both,10,0,Biofertilizers (animal waste/dung/crop waste),2,Sugarcane,800,1,acre,manual,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.063789999999997, 71.023340000000005)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34876,09/08/2015 11:21:27 AM,175.9,326,3.1,This has orchard of kinows on 8 acres.,done,irrigated,both,10,0,Biofertilizers (animal waste/dung/crop waste),,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.063789999999997, 71.023340000000005)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34874,09/08/2015 11:21:23 AM,180.8,0,3.1,This has orchard of kinows on 8 acres.,done,irrigated,both,12,0,Biofertilizers (animal waste/dung/crop waste),2,Wheat,29,1,acre,both,90%,0%,0%,0%,10%,0%,9500,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.075046666666701, 71.041488333333305)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34831,09/08/2015 11:18:04 AM,186.3,0,4.9,This has orchard of kinows on 8 acres.,done,irrigated,canal water,5,0,Chemical,,Wheat,25,1,acre,manual,100%,0%,0%,0%,0%,0%,0,None,No,No,No,No,Sugarcane,Wheat,Sugarcane,"(32.103178333333297, 70.974125000000001)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34874,09/08/2015 11:21:23 AM,180.8,0,3.1,This has orchard of kinows on 8 acres.,done,irrigated,both,12,0,Biofertilizers (animal waste/dung/crop waste),,Sugarcane,1000,1,acre,both,30%,0%,60%,0%,10%,0%,3000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.075046666666701, 71.041488333333305)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34873,09/08/2015 11:21:20 AM,176.4,217,2.3,This has orchard of kinows on 8 acres.,done,irrigated,both,2,0,Biofertilizers (animal waste/dung/crop waste),2,Sugarcane,700,1,acre,manual,70%,30%,0%,0%,0%,0%,0,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.063518333333299, 71.023623333333305)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34873,09/08/2015 11:21:20 AM,176.4,217,2.3,This has orchard of kinows on 8 acres.,done,irrigated,both,2,0,Biofertilizers (animal waste/dung/crop waste),,Wheat,30,1,acre,manual,100%,0%,0%,0%,0%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.063518333333299, 71.023623333333305)"
2,Punjab,Jhang,20772,05/09/2015 10:00:59 AM,134.4,104,2.5,no,done,irrigated,both,20,0,Chemical,,Berseem,25,2,acre,manual,100%,0%,0%,0%,0%,0%,2500,None,Yes,Yes,Yes,No,Cotton,Wheat,Cotton,"(30.7383116666667, 71.987276666666702)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34872,09/08/2015 11:21:21 AM,175.3,0,2.7,This has orchard of kinows on 8 acres.,done,irrigated,both,11,0,Chemical,2,Wheat,29,1,acre,machinery,90%,0%,0%,0%,10%,0%,10000,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.076463333333301, 71.040436666666693)"
2,Khyber Pakhtunkhwa,Dera Ismail Khan,34872,09/08/2015 11:21:21 AM,175.3,0,2.7,This has orchard of kinows on 8 acres.,done,irrigated,both,11,0,Chemical,,Sugarcane,900,1,acre,both,30%,0%,50%,0%,20%,0%,2500,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.076463333333301, 71.040436666666693)"
1,Khyber Pakhtunkhwa,Dera Ismail Khan,34871,09/08/2015 11:21:18 AM,181.7,0,2.6,This has orchard of kinows on 8 acres.,done,irrigated,both,13,0,Chemical,2,Wheat,28,1,acre,both,85%,0%,0%,0%,15%,0%,9500,None,Yes,Yes,Yes,Yes,Sugarcane,Wheat,Sugarcane,"(32.075256666666697, 71.042206666666701)"
